stratum,n,n_horizons,coverage_95,width_95,wis
2026-02-19,560,9,0.8136762043449725,0.8666666666666667,-0.5833333333333334
2026-03-26,874,8,0.7229440390678199,0.880952380952381,0.9047619047619048
2026-05-07,692,14,-0.5110144554888395,1.0,0.6967032967032967
2026-05-21,432,12,-0.7052674993516165,1.0,0.6713286713286714
2026-06-04,352,10,-0.7706746355884523,0.9118583155200968,0.6727272727272726
2026-06-18,272,8,-0.9700772721497398,1.0,0.4285714285714286
