forecast_date,n_cal,n_test,cov_50,width_50,cov_80,width_80,cov_95,width_95
2023-10-23,510,600,0.5416666666666666,0.14095,0.815,0.17711833333333332,0.9433333333333334,0.22088000000000002
2023-11-07,1110,450,0.5066666666666667,0.12472222222222222,0.7844444444444445,0.17354888888888892,0.9311111111111111,0.22170666666666666
2023-11-21,1560,320,0.746875,0.13485624999999996,0.946875,0.17946875,0.95,0.20706562499999998
2023-12-05,1880,35,0.7714285714285715,0.11617142857142856,0.9428571428571428,0.1615714285714286,1.0,0.19951428571428567
2024-01-03,1915,306,0.9313725490196079,0.09903921568627452,0.9705882352941176,0.12484313725490195,1.0,0.13471895424836602
2024-01-19,2221,72,0.9722222222222222,0.05588888888888889,1.0,0.07991666666666666,1.0,0.12474999999999999
2024-03-30,2293,6,1.0,0.10099999999999998,1.0,0.14999999999999997,1.0,0.20116666666666663
2024-04-27,2299,38,1.0,0.101,1.0,0.1480263157894737,1.0,0.20105263157894737
2024-06-30,2337,12,0.5,0.18633333333333327,0.5,0.24891666666666667,0.5,0.30158333333333337
2024-07-18,2349,270,0.6185185185185185,0.17382222222222224,0.6703703703703704,0.23475555555555555,0.7481481481481481,0.2872444444444444
2024-08-04,2619,360,0.6444444444444445,0.12839999999999996,0.8027777777777778,0.1806861111111111,0.9166666666666666,0.24609166666666668
2024-08-19,2979,216,0.6203703703703703,0.07406944444444445,0.8148148148148148,0.16129629629629627,1.0,0.25451851851851853
2024-09-02,3195,117,0.7435897435897436,0.07355555555555558,0.9145299145299145,0.1589401709401709,1.0,0.2342905982905983
2024-11-08,3312,720,0.3472222222222222,0.09443750000000001,0.6875,0.16575555555555554,0.9361111111111111,0.236625
2024-11-22,4032,720,0.48055555555555557,0.0643236111111111,0.7986111111111112,0.13666944444444443,0.9944444444444445,0.1985319444444444
2024-12-06,4752,624,0.5352564102564102,0.048133012820512834,0.8814102564102564,0.12822435897435897,1.0,0.17993269230769232
2024-12-20,5376,288,0.6736111111111112,0.050125000000000024,0.9444444444444444,0.11879513888888887,1.0,0.16925694444444447
2025-11-16,5664,508,0.4862204724409449,0.03559055118110232,0.7283464566929134,0.10880511811023624,0.8622047244094488,0.18254724409448816
2026-05-10,6172,282,0.2907801418439716,0.09685106382978724,0.35106382978723405,0.19768794326241138,0.6063829787234043,0.32132269503546096
