stratum,n,n_horizons,coverage_95,width_95,wis
h1n1pdm,739,9,0.8833333333333333,0.75,-0.8333333333333333
h3n2,2073,8,0.22754898976351917,1.0,1.0
vic,2157,14,0.050660915845876335,0.9956043956043955,0.621978021978022
