scheme,subtype,resolution,forecast_date,target_date,horizon,location,variant,median,truth,abs_error,wis,partition_size,cov_50,width_50,lo_50,hi_50,cov_80,width_80,lo_80,hi_80,cov_95,width_95,lo_95,hi_95
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,South America,K:145N,0.007,0.0,0.007,0.010507142857142859,11,0,0.034,0.001,0.035,1,0.119,0.0,0.119,1,0.475,0.0,0.475
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,South America,K:223I,0.01,0.003,0.007,0.0045,11,0,0.018,0.004,0.022,1,0.045,0.001,0.046,1,0.09,0.0,0.09
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,South America,K:223I,0.01,0.014,0.004,0.004164285714285715,11,1,0.019,0.004,0.023,1,0.052,0.001,0.053,1,0.105,0.0,0.105
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,South America,K:223I,0.011,0.014,0.003000000000000001,0.004585714285714286,11,1,0.022,0.004,0.026,1,0.06,0.001,0.061,1,0.122,0.0,0.122
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,South America,K:223I,0.011,0.017,0.006000000000000002,0.005664285714285715,11,1,0.025,0.003,0.028,1,0.069,0.001,0.07,1,0.147,0.0,0.147
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,South America,K:223I,0.012,0.021,0.009000000000000001,0.006835714285714287,11,1,0.028,0.003,0.031,1,0.079,0.001,0.08,1,0.181,0.0,0.181
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,South America,K:223I,0.012,0.02,0.008,0.007564285714285715,11,1,0.032999999999999995,0.003,0.036,1,0.09,0.001,0.091,1,0.209,0.0,0.209
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,South America,K:223I,0.012,0.028,0.016,0.009500000000000003,11,1,0.034999999999999996,0.003,0.038,1,0.104,0.001,0.105,1,0.244,0.0,0.244
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,South America,K:223I,0.013,0.043,0.03,0.012757142857142856,11,0,0.039,0.003,0.042,1,0.11699999999999999,0.001,0.118,1,0.288,0.0,0.288
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,South America,K:328S,0.03,0.043,0.012999999999999998,0.010107142857142856,11,1,0.046,0.012,0.058,1,0.121,0.005,0.126,1,0.211,0.003,0.214
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,South America,K:328S,0.033,0.046,0.012999999999999998,0.011714285714285715,11,1,0.054000000000000006,0.013,0.067,1,0.145,0.006,0.151,1,0.26,0.003,0.263
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,South America,K:328S,0.037,0.04,0.0030000000000000027,0.012342857142857143,11,1,0.065,0.015,0.08,1,0.175,0.006,0.181,1,0.318,0.003,0.321
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,South America,K:328S,0.042,0.033,0.009000000000000001,0.015585714285714288,11,1,0.076,0.015,0.091,1,0.215,0.006,0.221,1,0.382,0.003,0.385
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,South America,K:328S,0.046,0.041,0.0049999999999999975,0.01740714285714286,11,1,0.085,0.016,0.101,1,0.259,0.006,0.265,1,0.451,0.002,0.453
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,South America,K:328S,0.05,0.046,0.0040000000000000036,0.01970714285714286,11,1,0.093,0.017,0.11,1,0.307,0.006,0.313,1,0.521,0.002,0.523
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,South America,K:328S,0.056,0.038,0.018000000000000002,0.025114285714285717,11,1,0.111,0.018,0.129,1,0.364,0.007,0.371,1,0.59,0.002,0.592
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,South America,K:328S,0.063,0.0,0.063,0.042228571428571435,11,0,0.128,0.018,0.146,0,0.419,0.006,0.425,0,0.656,0.002,0.658
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,South America,K:80K,0.0,0.0,0.0,0.0001928571428571429,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.009,0.0,0.009
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,South America,K:80K,0.0,0.0,0.0,0.00020000000000000006,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.01,0.0,0.01
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,South America,K:80K,0.0,0.0,0.0,0.00021428571428571436,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.012,0.0,0.012
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,South America,K:80K,0.0,0.0,0.0,0.0002214285714285715,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.013,0.0,0.013
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,South America,K:80K,0.0,0.0,0.0,0.00022857142857142868,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.014,0.0,0.014
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,South America,K:80K,0.0,0.0,0.0,0.00024285714285714294,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.016,0.0,0.016
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,South America,K:80K,0.0,0.0,0.0,0.0002857142857142858,11,1,0.001,0.0,0.001,1,0.003,0.0,0.003,1,0.018,0.0,0.018
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,South America,K:80K,0.0,0.0,0.0,0.0002642857142857144,11,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.019,0.0,0.019
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,South America,K,0.914,0.894,0.020000000000000018,0.014657142857142855,11,1,0.06999999999999995,0.874,0.944,1,0.16599999999999993,0.791,0.957,1,0.2879999999999999,0.681,0.969
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,South America,K,0.908,0.887,0.02100000000000002,0.01782142857142857,11,1,0.08999999999999997,0.854,0.944,1,0.20499999999999996,0.753,0.958,1,0.355,0.617,0.972
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,South America,K,0.898,0.902,0.0040000000000000036,0.018378571428571428,11,1,0.10699999999999998,0.836,0.943,1,0.249,0.71,0.959,1,0.42699999999999994,0.546,0.973
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,South America,K,0.889,0.909,0.020000000000000018,0.02392857142857143,11,1,0.126,0.813,0.939,1,0.29699999999999993,0.662,0.959,1,0.502,0.472,0.974
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,South America,K,0.877,0.907,0.030000000000000027,0.028764285714285718,11,1,0.14700000000000002,0.788,0.935,1,0.345,0.612,0.957,1,0.577,0.398,0.975
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,South America,K,0.863,0.914,0.051000000000000045,0.035557142857142864,11,1,0.17300000000000004,0.754,0.927,1,0.3949999999999999,0.559,0.954,1,0.6479999999999999,0.327,0.975
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,South America,K,0.85,0.925,0.07500000000000007,0.0442357142857143,11,0,0.20300000000000007,0.718,0.921,1,0.44799999999999995,0.504,0.952,1,0.711,0.263,0.974
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,South America,K,0.835,0.957,0.122,0.06789285714285713,11,0,0.23299999999999998,0.681,0.914,0,0.502,0.449,0.951,1,0.767,0.207,0.974
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,J.2.2,0.0,0.0,0.0,3.571428571428572e-05,11,1,0.0,0.0,0.0,1,0.001,0.0,0.001,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,J.2.2,0.0,0.0,0.0,7.142857142857149e-06,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,J.2.2,0.0,0.0,0.0,7.142857142857149e-06,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,J.2.2,0.0,0.0,0.0,7.142857142857149e-06,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,J.2.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,J.2.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,J.2.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,J.2.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,J.2.3,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,J.2.4,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,J.2.4:79V,0.003,0.0,0.003,0.0017214285714285717,11,0,0.005,0.001,0.006,0,0.008,0.001,0.009,1,0.019,0.0,0.019
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,J.2.4:79V,0.003,0.0,0.003,0.0016071428571428571,11,0,0.004,0.001,0.005,0,0.007,0.001,0.008,1,0.017,0.0,0.017
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,J.2.4:79V,0.002,0.0,0.002,0.001092857142857143,11,0,0.003,0.001,0.004,1,0.007,0.0,0.007,1,0.015,0.0,0.015
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,J.2.4:79V,0.002,0.0,0.002,0.0010857142857142858,11,0,0.003,0.001,0.004,1,0.007,0.0,0.007,1,0.014,0.0,0.014
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,J.2.4:79V,0.002,0.0,0.002,0.0009785714285714287,11,0,0.002,0.001,0.003,1,0.006,0.0,0.006,1,0.013,0.0,0.013
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,J.2.4:79V,0.001,0.0,0.001,0.0005857142857142858,11,1,0.003,0.0,0.003,1,0.005,0.0,0.005,1,0.012,0.0,0.012
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,J.2.4:79V,0.001,0.0,0.001,0.0005857142857142858,11,1,0.003,0.0,0.003,1,0.005,0.0,0.005,1,0.012,0.0,0.012
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,J.2.4:79V,0.001,0.0,0.001,0.0004785714285714286,11,1,0.002,0.0,0.002,1,0.004,0.0,0.004,1,0.011,0.0,0.011
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,K:145N,0.03,0.0,0.03,0.0188,11,0,0.035,0.018,0.053,0,0.07200000000000001,0.01,0.082,0,0.11399999999999999,0.004,0.118
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,K:145N,0.031,0.0,0.031,0.018792857142857142,11,0,0.037000000000000005,0.018,0.055,0,0.079,0.009,0.088,0,0.125,0.003,0.128
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,K:145N,0.032,0.0,0.032,0.01923571428571429,11,0,0.041,0.017,0.058,0,0.08600000000000001,0.009,0.095,0,0.13899999999999998,0.003,0.142
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,K:145N,0.032,0.0,0.032,0.019664285714285714,11,0,0.044,0.017,0.061,0,0.09000000000000001,0.009,0.099,0,0.153,0.003,0.156
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,K:145N,0.033,0.0,0.033,0.02012142857142857,11,0,0.045,0.017,0.062,0,0.095,0.009,0.104,0,0.167,0.003,0.17
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,K:145N,0.033,0.0,0.033,0.01975714285714286,11,0,0.047,0.016,0.063,0,0.10300000000000001,0.008,0.111,0,0.184,0.002,0.186
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,K:145N,0.033,0.0,0.033,0.01987142857142857,11,0,0.051000000000000004,0.015,0.066,0,0.11299999999999999,0.007,0.12,0,0.2,0.002,0.202
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,K:145N,0.033,0.0,0.033,0.020092857142857145,11,0,0.053000000000000005,0.014,0.067,0,0.122,0.007,0.129,0,0.215,0.002,0.217
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,K:223I,0.233,0.0,0.233,0.16637857142857143,11,0,0.11599999999999999,0.182,0.298,0,0.22199999999999998,0.133,0.355,0,0.30500000000000005,0.092,0.397
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,K:223I,0.262,0.0,0.262,0.18509285714285717,11,0,0.132,0.203,0.335,0,0.252,0.148,0.4,0,0.345,0.099,0.444
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,K:223I,0.294,0.0,0.294,0.20485,11,0,0.152,0.223,0.375,0,0.28200000000000003,0.164,0.446,0,0.391,0.107,0.498
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,K:223I,0.328,0.0,0.328,0.22505714285714287,11,0,0.17099999999999999,0.245,0.416,0,0.313,0.179,0.492,0,0.42600000000000005,0.115,0.541
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,K:223I,0.363,0.0,0.363,0.24707142857142858,11,0,0.185,0.272,0.457,0,0.343,0.196,0.539,0,0.46799999999999997,0.123,0.591
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,K:223I,0.399,0.0,0.399,0.26963571428571426,11,0,0.201,0.298,0.499,0,0.372,0.214,0.586,0,0.511,0.132,0.643
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,K:223I,0.439,0.0,0.439,0.2920642857142858,11,0,0.21700000000000003,0.322,0.539,0,0.397,0.232,0.629,0,0.5509999999999999,0.141,0.692
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,K:223I,0.479,0.0,0.479,0.31683571428571433,11,0,0.22699999999999998,0.352,0.579,0,0.42000000000000004,0.254,0.674,0,0.587,0.15,0.737
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,K:328S,0.002,0.0,0.002,0.0014142857142857145,11,0,0.005,0.001,0.006,1,0.011,0.0,0.011,1,0.024,0.0,0.024
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,K:328S,0.002,0.0,0.002,0.0014500000000000001,11,0,0.005,0.001,0.006,1,0.012,0.0,0.012,1,0.025,0.0,0.025
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,K:328S,0.002,0.0,0.002,0.0014642857142857144,11,0,0.005,0.001,0.006,1,0.012,0.0,0.012,1,0.027,0.0,0.027
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,K:328S,0.002,0.0,0.002,0.0014714285714285717,11,0,0.005,0.001,0.006,1,0.012,0.0,0.012,1,0.028,0.0,0.028
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,K:328S,0.002,0.0,0.002,0.001292857142857143,11,1,0.006,0.0,0.006,1,0.013,0.0,0.013,1,0.029,0.0,0.029
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,K:328S,0.002,0.0,0.002,0.0013071428571428572,11,1,0.006,0.0,0.006,1,0.013,0.0,0.013,1,0.031,0.0,0.031
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,K:328S,0.001,0.0,0.001,0.0010857142857142858,11,1,0.005,0.0,0.005,1,0.012,0.0,0.012,1,0.034,0.0,0.034
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,K:328S,0.001,0.0,0.001,0.0011285714285714287,11,1,0.005,0.0,0.005,1,0.013,0.0,0.013,1,0.036,0.0,0.036
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,K:80K,0.0,0.0,0.0,0.00010000000000000003,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.006,0.0,0.006
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,K:80K,0.0,0.0,0.0,0.00010714285714285718,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.007,0.0,0.007
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,K:80K,0.0,0.0,0.0,0.00011428571428571432,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.008,0.0,0.008
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,K:80K,0.0,0.0,0.0,0.00012142857142857147,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.009,0.0,0.009
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,K:80K,0.0,0.0,0.0,0.00013571428571428575,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.011,0.0,0.011
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,K:80K,0.0,0.0,0.0,0.00014285714285714292,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.012,0.0,0.012
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,K:80K,0.0,0.0,0.0,0.00014285714285714292,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.012,0.0,0.012
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,K:80K,0.0,0.0,0.0,0.00015714285714285721,11,1,0.0,0.0,0.0,1,0.002,0.0,0.002,1,0.014,0.0,0.014
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,Southeast Asia,K,0.708,1.0,0.29200000000000004,0.22147142857142857,11,0,0.10099999999999998,0.663,0.764,0,0.20000000000000007,0.612,0.812,0,0.276,0.571,0.847
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,Southeast Asia,K,0.674,1.0,0.32599999999999996,0.2434857142857143,11,0,0.11699999999999999,0.623,0.74,0,0.2320000000000001,0.565,0.797,0,0.30999999999999994,0.524,0.834
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,Southeast Asia,K,0.64,1.0,0.36,0.2666071428571429,11,0,0.131,0.584,0.715,0,0.257,0.522,0.779,0,0.347,0.473,0.82
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,Southeast Asia,K,0.606,1.0,0.394,0.29129999999999995,11,0,0.14,0.547,0.687,0,0.28,0.479,0.759,0,0.38200000000000006,0.422,0.804
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,Southeast Asia,K,0.569,1.0,0.43100000000000005,0.31757142857142856,11,0,0.15000000000000002,0.506,0.656,0,0.301,0.437,0.738,0,0.41600000000000004,0.372,0.788
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,Southeast Asia,K,0.533,1.0,0.46699999999999997,0.3447857142857143,11,0,0.16399999999999998,0.462,0.626,0,0.32099999999999995,0.393,0.714,0,0.446,0.325,0.771
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,Southeast Asia,K,0.497,1.0,0.503,0.3730142857142858,11,0,0.173,0.42,0.593,0,0.33999999999999997,0.35,0.69,0,0.472,0.28,0.752
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,Southeast Asia,K,0.46,1.0,0.54,0.40194285714285716,11,0,0.18400000000000005,0.377,0.561,0,0.35500000000000004,0.309,0.664,0,0.492,0.24,0.732
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-07,42,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-14,49,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-05-21,56,West Asia,J.2,0.0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h3n2,region,2026-03-26,2026-04-02,7,West Asia,J.2.2,0.0,0.0,0.0,0.0001142857142857143,11,1,0.001,0.0,0.001,1,0.001,0.0,0.001,1,0.002,0.0,0.002
emerging_haplotype,h3n2,region,2026-03-26,2026-04-09,14,West Asia,J.2.2,0.0,0.0,0.0,0.0001142857142857143,11,1,0.001,0.0,0.001,1,0.001,0.0,0.001,1,0.002,0.0,0.002
emerging_haplotype,h3n2,region,2026-03-26,2026-04-16,21,West Asia,J.2.2,0.0,0.0,0.0,3.571428571428572e-05,11,1,0.0,0.0,0.0,1,0.001,0.0,0.001,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-23,28,West Asia,J.2.2,0.0,0.0,0.0,3.571428571428572e-05,11,1,0.0,0.0,0.0,1,0.001,0.0,0.001,1,0.001,0.0,0.001
emerging_haplotype,h3n2,region,2026-03-26,2026-04-30,35,West Asia,J.2.2,0.0,0.0,0.0,7.142857142857149e-06,11,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.001,0.0,0.001
