scheme,subtype,resolution,forecast_date,target_date,horizon,location,variant,median,truth,abs_error,wis,partition_size,cov_50,width_50,lo_50,hi_50,cov_80,width_80,lo_80,hi_80,cov_95,width_95,lo_95,hi_95
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,C.1.9.3,0.0,0.0,0.0,0.0,8,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1,0.023,0.035,0.012000000000000004,0.0060928571428571455,8,0,0.005999999999999998,0.021,0.027,0,0.013000000000000001,0.018,0.031,1,0.020999999999999998,0.015,0.036
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1,0.019,0.0,0.019,0.01590714285714286,8,0,0.005999999999999998,0.017,0.023,0,0.011999999999999999,0.014,0.026,0,0.019,0.012,0.031
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1.1:139N,0.142,0.263,0.12100000000000002,0.08626428571428571,8,0,0.053000000000000005,0.116,0.169,0,0.088,0.1,0.188,0,0.135,0.081,0.216
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1.1:139N,0.144,0.321,0.17700000000000002,0.13992857142857143,8,0,0.05699999999999998,0.116,0.173,0,0.094,0.098,0.192,0,0.14400000000000002,0.08,0.224
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1.1:155E,0.001,0.0,0.001,0.0006357142857142857,8,0,0.001,0.001,0.002,1,0.003,0.0,0.003,1,0.007,0.0,0.007
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1.1:155E,0.001,0.0,0.001,0.0004142857142857143,8,1,0.002,0.0,0.002,1,0.003,0.0,0.003,1,0.006,0.0,0.006
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1.1:205K,0.294,0.175,0.119,0.07627857142857143,8,0,0.08199999999999996,0.262,0.344,0,0.15100000000000002,0.241,0.392,0,0.235,0.188,0.423
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1.1:205K,0.316,0.107,0.20900000000000002,0.1601357142857143,8,0,0.09199999999999997,0.279,0.371,0,0.16499999999999998,0.255,0.42,0,0.259,0.197,0.456
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1:270A,0.005,0.0,0.005,0.003142857142857143,8,0,0.005,0.003,0.008,0,0.009,0.002,0.011,0,0.013999999999999999,0.001,0.015
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1:270A,0.004,0.0,0.004,0.0029000000000000002,8,0,0.004,0.003,0.007,0,0.008,0.002,0.01,0,0.013999999999999999,0.001,0.015
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,North America,D.3.1.1,0.52,0.526,0.006000000000000005,0.011507142857142863,8,1,0.07600000000000007,0.484,0.56,1,0.13299999999999995,0.454,0.587,1,0.199,0.411,0.61
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,North America,D.3.1.1,0.499,0.571,0.07199999999999995,0.029871428571428542,8,0,0.08300000000000002,0.46,0.543,1,0.14399999999999996,0.429,0.573,1,0.21599999999999997,0.383,0.599
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,C.1.9.3,0.0,0.0,0.0,0.0002714285714285715,8,1,0.001,0.0,0.001,1,0.003,0.0,0.003,1,0.016,0.0,0.016
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,C.1.9.3,0.0,0.0,0.0,0.0002714285714285715,8,1,0.001,0.0,0.001,1,0.003,0.0,0.003,1,0.016,0.0,0.016
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1,0.008,0.0,0.008,0.005321428571428572,8,0,0.008,0.005,0.013,0,0.019,0.003,0.022,0,0.028999999999999998,0.002,0.031
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1,0.006,0.0,0.006,0.003992857142857143,8,0,0.006999999999999999,0.004,0.011,0,0.016,0.002,0.018,0,0.024999999999999998,0.001,0.026
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1.1:139N,0.177,0.0,0.177,0.11470714285714285,8,0,0.13,0.12,0.25,0,0.242,0.077,0.319,0,0.331,0.051,0.382
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1.1:139N,0.187,0.0,0.187,0.12081428571428572,8,0,0.14700000000000002,0.125,0.272,0,0.27299999999999996,0.08,0.353,0,0.372,0.051,0.423
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1.1:155E,0.002,0.0,0.002,0.0016000000000000003,8,1,0.007,0.0,0.007,1,0.016,0.0,0.016,1,0.05,0.0,0.05
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1.1:155E,0.001,0.0,0.001,0.0014214285714285715,8,1,0.006,0.0,0.006,1,0.017,0.0,0.017,1,0.051,0.0,0.051
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1.1:205K,0.086,0.033,0.05299999999999999,0.0247,8,0,0.084,0.05,0.134,1,0.159,0.031,0.19,1,0.24200000000000002,0.021,0.263
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1.1:205K,0.086,0.045,0.040999999999999995,0.019385714285714284,8,0,0.085,0.048,0.133,1,0.167,0.029,0.196,1,0.256,0.019,0.275
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1:270A,0.058,0.0,0.058,0.038535714285714284,8,0,0.045000000000000005,0.038,0.083,0,0.09000000000000001,0.027,0.117,0,0.14500000000000002,0.017,0.162
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1:270A,0.053,0.0,0.053,0.03484285714285714,8,0,0.044,0.034,0.078,0,0.089,0.023,0.112,0,0.14200000000000002,0.015,0.157
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-16,7,Oceania,D.3.1.1,0.629,0.967,0.33799999999999997,0.26298571428571427,8,0,0.1329999999999999,0.56,0.693,0,0.236,0.501,0.737,0,0.34400000000000003,0.441,0.785
emerging_haplotype,h1n1pdm,region,2026-04-09,2026-04-23,14,Oceania,D.3.1.1,0.62,0.955,0.33499999999999996,0.2521214285714285,8,0,0.1389999999999999,0.551,0.69,0,0.26,0.48,0.74,0,0.36700000000000005,0.423,0.79
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Africa,D.3.1,0.783,0.057,0.726,0.726,6,0,0.0,0.783,0.783,0,0.0,0.783,0.783,0,0.0,0.783,0.783
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Africa,D.3.1,0.795,0.057,0.738,0.7379999999999999,6,0,0.0,0.795,0.795,0,0.0,0.795,0.795,0,0.0,0.795,0.795
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Africa,D.3.1,0.806,0.032,0.774,0.774,6,0,0.0,0.806,0.806,0,0.0,0.806,0.806,0,0.0,0.806,0.806
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Africa,D.3.1,0.816,0.0,0.816,0.816,6,0,0.0,0.816,0.816,0,0.0,0.816,0.816,0,0.0,0.816,0.816
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Africa,D.3.1.1:139N,0.083,0.0,0.083,0.083,6,0,0.0,0.083,0.083,0,0.0,0.083,0.083,0,0.0,0.083,0.083
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Africa,D.3.1.1:139N,0.083,0.0,0.083,0.083,6,0,0.0,0.083,0.083,0,0.0,0.083,0.083,0,0.0,0.083,0.083
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Africa,D.3.1.1:139N,0.082,0.0,0.082,0.082,6,0,0.0,0.082,0.082,0,0.0,0.082,0.082,0,0.0,0.082,0.082
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Africa,D.3.1.1:139N,0.081,0.0,0.081,0.081,6,0,0.0,0.081,0.081,0,0.0,0.081,0.081,0,0.0,0.081,0.081
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Africa,D.3.1.1:155E,0.004,0.0,0.004,0.004,6,0,0.0,0.004,0.004,0,0.0,0.004,0.004,0,0.0,0.004,0.004
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Africa,D.3.1.1:155E,0.004,0.0,0.004,0.004,6,0,0.0,0.004,0.004,0,0.0,0.004,0.004,0,0.0,0.004,0.004
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Africa,D.3.1.1:155E,0.005,0.0,0.005,0.005,6,0,0.0,0.005,0.005,0,0.0,0.005,0.005,0,0.0,0.005,0.005
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Africa,D.3.1.1:155E,0.005,0.0,0.005,0.005,6,0,0.0,0.005,0.005,0,0.0,0.005,0.005,0,0.0,0.005,0.005
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Africa,D.3.1.1:205K,0.001,0.0,0.001,0.001,6,0,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.0,0.001,0.001
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Africa,D.3.1.1:205K,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Africa,D.3.1.1:205K,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Africa,D.3.1.1:205K,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Africa,D.3.1.1,0.129,0.943,0.814,0.814,6,0,0.0,0.129,0.129,0,0.0,0.129,0.129,0,0.0,0.129,0.129
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Africa,D.3.1.1,0.117,0.943,0.826,0.826,6,0,0.0,0.117,0.117,0,0.0,0.117,0.117,0,0.0,0.117,0.117
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Africa,D.3.1.1,0.107,0.968,0.861,0.8609999999999999,6,0,0.0,0.107,0.107,0,0.0,0.107,0.107,0,0.0,0.107,0.107
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Africa,D.3.1.1,0.097,1.0,0.903,0.9029999999999999,6,0,0.0,0.097,0.097,0,0.0,0.097,0.097,0,0.0,0.097,0.097
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Europe,D.3.1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Europe,D.3.1,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Europe,D.3.1.1:139N,0.322,1.0,0.6779999999999999,0.6779999999999999,6,0,0.0,0.322,0.322,0,0.0,0.322,0.322,0,0.0,0.322,0.322
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Europe,D.3.1.1:139N,0.331,1.0,0.669,0.6689999999999999,6,0,0.0,0.331,0.331,0,0.0,0.331,0.331,0,0.0,0.331,0.331
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Europe,D.3.1.1:155E,0.114,0.0,0.114,0.114,6,0,0.0,0.114,0.114,0,0.0,0.114,0.114,0,0.0,0.114,0.114
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Europe,D.3.1.1:155E,0.129,0.0,0.129,0.129,6,0,0.0,0.129,0.129,0,0.0,0.129,0.129,0,0.0,0.129,0.129
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Europe,D.3.1.1:205K,0.202,0.0,0.202,0.202,6,0,0.0,0.202,0.202,0,0.0,0.202,0.202,0,0.0,0.202,0.202
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Europe,D.3.1.1:205K,0.203,0.0,0.203,0.20300000000000004,6,0,0.0,0.203,0.203,0,0.0,0.203,0.203,0,0.0,0.203,0.203
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Europe,D.3.1.1,0.361,0.0,0.361,0.36099999999999993,6,0,0.0,0.361,0.361,0,0.0,0.361,0.361,0,0.0,0.361,0.361
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Europe,D.3.1.1,0.337,0.0,0.337,0.337,6,0,0.0,0.337,0.337,0,0.0,0.337,0.337,0,0.0,0.337,0.337
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,North America,D.3.1,0.002,0.029,0.027000000000000003,0.027,6,0,0.0,0.002,0.002,0,0.0,0.002,0.002,0,0.0,0.002,0.002
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,North America,D.3.1,0.001,0.04,0.039,0.039,6,0,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.0,0.001,0.001
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,North America,D.3.1,0.001,0.083,0.082,0.082,6,0,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.0,0.001,0.001
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,North America,D.3.1,0.001,0.143,0.142,0.142,6,0,0.0,0.001,0.001,0,0.0,0.001,0.001,0,0.0,0.001,0.001
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,North America,D.3.1.1:139N,0.55,0.314,0.23600000000000004,0.23600000000000004,6,0,0.0,0.55,0.55,0,0.0,0.55,0.55,0,0.0,0.55,0.55
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,North America,D.3.1.1:139N,0.571,0.4,0.17099999999999993,0.1709999999999999,6,0,0.0,0.571,0.571,0,0.0,0.571,0.571,0,0.0,0.571,0.571
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,North America,D.3.1.1:139N,0.59,0.5,0.08999999999999997,0.08999999999999997,6,0,0.0,0.59,0.59,0,0.0,0.59,0.59,0,0.0,0.59,0.59
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,North America,D.3.1.1:139N,0.609,0.571,0.038000000000000034,0.038000000000000034,6,0,0.0,0.609,0.609,0,0.0,0.609,0.609,0,0.0,0.609,0.609
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,North America,D.3.1.1:155E,0.043,0.2,0.15700000000000003,0.15700000000000003,6,0,0.0,0.043,0.043,0,0.0,0.043,0.043,0,0.0,0.043,0.043
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,North America,D.3.1.1:155E,0.047,0.16,0.113,0.113,6,0,0.0,0.047,0.047,0,0.0,0.047,0.047,0,0.0,0.047,0.047
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,North America,D.3.1.1:155E,0.051,0.25,0.199,0.199,6,0,0.0,0.051,0.051,0,0.0,0.051,0.051,0,0.0,0.051,0.051
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,North America,D.3.1.1:155E,0.056,0.143,0.087,0.087,6,0,0.0,0.056,0.056,0,0.0,0.056,0.056,0,0.0,0.056,0.056
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,North America,D.3.1.1:205K,0.049,0.0,0.049,0.049,6,0,0.0,0.049,0.049,0,0.0,0.049,0.049,0,0.0,0.049,0.049
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,North America,D.3.1.1:205K,0.046,0.0,0.046,0.046,6,0,0.0,0.046,0.046,0,0.0,0.046,0.046,0,0.0,0.046,0.046
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,North America,D.3.1.1:205K,0.042,0.0,0.042,0.042,6,0,0.0,0.042,0.042,0,0.0,0.042,0.042,0,0.0,0.042,0.042
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,North America,D.3.1.1:205K,0.039,0.0,0.039,0.039,6,0,0.0,0.039,0.039,0,0.0,0.039,0.039,0,0.0,0.039,0.039
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,North America,D.3.1.1,0.356,0.457,0.10100000000000003,0.10100000000000002,6,0,0.0,0.356,0.356,0,0.0,0.356,0.356,0,0.0,0.356,0.356
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,North America,D.3.1.1,0.335,0.4,0.065,0.065,6,0,0.0,0.335,0.335,0,0.0,0.335,0.335,0,0.0,0.335,0.335
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,North America,D.3.1.1,0.315,0.167,0.148,0.148,6,0,0.0,0.315,0.315,0,0.0,0.315,0.315,0,0.0,0.315,0.315
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,North America,D.3.1.1,0.296,0.143,0.153,0.153,6,0,0.0,0.296,0.296,0,0.0,0.296,0.296,0,0.0,0.296,0.296
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Oceania,D.3.1,0.004,0.017,0.013000000000000001,0.013,6,0,0.0,0.004,0.004,0,0.0,0.004,0.004,0,0.0,0.004,0.004
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Oceania,D.3.1,0.003,0.019,0.016,0.016,6,0,0.0,0.003,0.003,0,0.0,0.003,0.003,0,0.0,0.003,0.003
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Oceania,D.3.1,0.003,0.0,0.003,0.003,6,0,0.0,0.003,0.003,0,0.0,0.003,0.003,0,0.0,0.003,0.003
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Oceania,D.3.1,0.002,0.0,0.002,0.002,6,0,0.0,0.002,0.002,0,0.0,0.002,0.002,0,0.0,0.002,0.002
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Oceania,D.3.1.1:139N,0.227,0.525,0.29800000000000004,0.29800000000000004,6,0,0.0,0.227,0.227,0,0.0,0.227,0.227,0,0.0,0.227,0.227
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Oceania,D.3.1.1:139N,0.231,0.481,0.24999999999999997,0.24999999999999994,6,0,0.0,0.231,0.231,0,0.0,0.231,0.231,0,0.0,0.231,0.231
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Oceania,D.3.1.1:139N,0.236,0.465,0.22900000000000004,0.22900000000000004,6,0,0.0,0.236,0.236,0,0.0,0.236,0.236,0,0.0,0.236,0.236
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Oceania,D.3.1.1:139N,0.24,0.406,0.16600000000000004,0.166,6,0,0.0,0.24,0.24,0,0.0,0.24,0.24,0,0.0,0.24,0.24
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Oceania,D.3.1.1:155E,0.0,0.186,0.186,0.186,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Oceania,D.3.1.1:155E,0.0,0.315,0.315,0.315,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Oceania,D.3.1.1:155E,0.0,0.395,0.395,0.395,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Oceania,D.3.1.1:155E,0.0,0.5,0.5,0.5,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Oceania,D.3.1.1:205K,0.258,0.051,0.20700000000000002,0.20700000000000005,6,0,0.0,0.258,0.258,0,0.0,0.258,0.258,0,0.0,0.258,0.258
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Oceania,D.3.1.1:205K,0.265,0.037,0.228,0.228,6,0,0.0,0.265,0.265,0,0.0,0.265,0.265,0,0.0,0.265,0.265
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Oceania,D.3.1.1:205K,0.271,0.023,0.24800000000000003,0.24800000000000003,6,0,0.0,0.271,0.271,0,0.0,0.271,0.271,0,0.0,0.271,0.271
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Oceania,D.3.1.1:205K,0.277,0.0,0.277,0.277,6,0,0.0,0.277,0.277,0,0.0,0.277,0.277,0,0.0,0.277,0.277
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-09,7,Oceania,D.3.1.1,0.511,0.22,0.29100000000000004,0.291,6,0,0.0,0.511,0.511,0,0.0,0.511,0.511,0,0.0,0.511,0.511
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-16,14,Oceania,D.3.1.1,0.501,0.148,0.353,0.3529999999999999,6,0,0.0,0.501,0.501,0,0.0,0.501,0.501,0,0.0,0.501,0.501
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-23,21,Oceania,D.3.1.1,0.49,0.116,0.374,0.374,6,0,0.0,0.49,0.49,0,0.0,0.49,0.49,0,0.0,0.49,0.49
emerging_haplotype,h1n1pdm,region,2026-07-02,2026-07-30,28,Oceania,D.3.1.1,0.48,0.094,0.386,0.386,6,0,0.0,0.48,0.48,0,0.0,0.48,0.48,0,0.0,0.48,0.48
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Africa,D.3.1,0.623,0.032,0.591,0.4989071428571429,6,0,0.125,0.559,0.684,0,0.246,0.492,0.738,0,0.35300000000000004,0.431,0.784
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Africa,D.3.1,0.612,0.0,0.612,0.5083642857142857,6,0,0.136,0.543,0.679,0,0.27499999999999997,0.464,0.739,0,0.391,0.395,0.786
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Africa,D.3.1.1:139N,0.203,0.0,0.203,0.14199285714285712,6,0,0.12000000000000002,0.15,0.27,0,0.23200000000000004,0.111,0.343,0,0.371,0.072,0.443
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Africa,D.3.1.1:139N,0.22,0.0,0.22,0.15240000000000004,6,0,0.13099999999999998,0.163,0.294,0,0.261,0.117,0.378,0,0.422,0.074,0.496
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Africa,D.3.1.1:155E,0.008,0.0,0.008,0.005707142857142857,6,0,0.019000000000000003,0.002,0.021,0,0.049,0.001,0.05,1,0.133,0.0,0.133
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Africa,D.3.1.1:155E,0.009,0.0,0.009,0.006542857142857144,6,0,0.020999999999999998,0.002,0.023,0,0.06,0.001,0.061,1,0.166,0.0,0.166
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Africa,D.3.1.1:205K,0.0,0.0,0.0,0.0002428571428571429,6,1,0.001,0.0,0.001,1,0.004,0.0,0.004,1,0.008,0.0,0.008
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Africa,D.3.1.1:205K,0.0,0.0,0.0,0.00023571428571428574,6,1,0.001,0.0,0.001,1,0.004,0.0,0.004,1,0.007,0.0,0.007
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Africa,D.3.1.1,0.131,0.968,0.837,0.7825642857142857,6,0,0.05800000000000001,0.108,0.166,0,0.11499999999999999,0.09,0.205,0,0.179,0.064,0.243
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Africa,D.3.1.1,0.12,1.0,0.88,0.8241785714285713,6,0,0.059,0.098,0.157,0,0.114,0.08,0.194,0,0.179,0.056,0.235
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,North America,D.3.1,0.002,0.083,0.081,0.07976428571428572,6,0,0.001,0.001,0.002,0,0.003,0.001,0.004,0,0.005,0.0,0.005
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,North America,D.3.1,0.001,0.143,0.142,0.14047142857142855,6,0,0.001,0.001,0.002,0,0.003,0.0,0.003,0,0.004,0.0,0.004
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,North America,D.3.1.1:139N,0.528,0.5,0.028000000000000025,0.02284285714285714,6,1,0.12799999999999995,0.451,0.579,1,0.245,0.388,0.633,1,0.37799999999999995,0.333,0.711
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,North America,D.3.1.1:139N,0.55,0.571,0.020999999999999908,0.023107142857142837,6,1,0.13699999999999996,0.468,0.605,1,0.262,0.398,0.66,1,0.39699999999999996,0.339,0.736
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,North America,D.3.1.1:155E,0.021,0.25,0.229,0.16337142857142856,6,0,0.034,0.007,0.041,0,0.094,0.003,0.097,0,0.176,0.001,0.177
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,North America,D.3.1.1:155E,0.022,0.143,0.121,0.0629,6,0,0.037,0.007,0.044,0,0.104,0.003,0.107,1,0.2,0.001,0.201
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,North America,D.3.1.1:205K,0.039,0.0,0.039,0.026850000000000002,6,0,0.028,0.028,0.056,0,0.05499999999999999,0.019,0.074,0,0.079,0.013,0.092
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,North America,D.3.1.1:205K,0.036,0.0,0.036,0.024557142857142857,6,0,0.026999999999999996,0.025,0.052,0,0.053000000000000005,0.017,0.07,0,0.076,0.012,0.088
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,North America,D.3.1.1,0.394,0.167,0.227,0.1592642857142857,6,0,0.11100000000000004,0.35,0.461,0,0.21900000000000003,0.291,0.51,0,0.33099999999999996,0.246,0.577
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,North America,D.3.1.1,0.374,0.143,0.231,0.1620857142857143,6,0,0.11399999999999999,0.329,0.443,0,0.22699999999999998,0.268,0.495,0,0.344,0.224,0.568
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Oceania,D.3.1,0.001,0.0,0.001,0.00042142857142857146,6,1,0.002,0.0,0.002,1,0.003,0.0,0.003,1,0.007,0.0,0.007
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Oceania,D.3.1,0.0,0.0,0.0,0.00017142857142857148,6,1,0.001,0.0,0.001,1,0.002,0.0,0.002,1,0.006,0.0,0.006
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-23,7,Oceania,D.3.1.1:139N,0.562,0.465,0.09700000000000003,0.04222857142857144,6,1,0.20800000000000002,0.462,0.67,1,0.354,0.383,0.737,1,0.476,0.349,0.825
emerging_haplotype,h1n1pdm,region,2026-07-16,2026-07-30,14,Oceania,D.3.1.1:139N,0.591,0.406,0.18499999999999994,0.07845714285714282,6,0,0.21799999999999997,0.484,0.702,0,0.36300000000000004,0.407,0.77,1,0.492,0.364,0.856
