stratum,n,n_horizons,coverage_95,width_95,wis
Denmark,872,30,-0.9421533567947887,0.799510478182711,0.9986651835372636
Germany,1626,30,-0.14119578582002082,0.8036052522959675,1.0
Switzerland,258,30,-0.9271579164318366,0.8895860556272409,1.0
USA,1868,30,0.04841067345141081,1.0,0.9915461624026695
United Kingdom,1818,30,-0.9000197149318024,0.7842046718576196,1.0
