forecast_date,n_cal,n_test,cov_50,width_50,cov_80,width_80,cov_95,width_95
2023-05-05,1414,1295,0.4911196911196911,0.05205559845559833,0.8077220077220078,0.29376756756756756,0.972972972972973,0.4493212355212355
2023-05-12,2709,1190,0.5663865546218487,0.050899159663865566,0.8420168067226891,0.28803613445378146,0.9596638655462185,0.4378134453781513
2023-05-19,3899,2310,0.5865800865800865,0.04674415584415584,0.8177489177489178,0.27945064935064934,0.9463203463203463,0.43684935064935065
2023-05-27,6209,1890,0.6132275132275132,0.036791005291005305,0.8312169312169312,0.2676793650793651,0.964021164021164,0.4312666666666667
2023-06-03,8099,1890,0.5375661375661376,0.03430370370370372,0.7867724867724868,0.2617873015873016,0.9571428571428572,0.42543121693121694
2023-06-10,9989,2100,0.5738095238095238,0.0326904761904762,0.8504761904761905,0.26230285714285717,0.9642857142857143,0.4195680952380953
2023-06-17,12089,1890,0.5841269841269842,0.02974444444444438,0.8534391534391534,0.2472555555555556,0.9825396825396825,0.41203862433862426
2023-06-30,13979,980,0.6255102040816326,0.023433673469387774,0.9581632653061225,0.2298612244897959,1.0,0.3934030612244898
2023-07-07,14959,546,0.6336996336996337,0.022948717948717952,0.9761904761904762,0.2136520146520147,1.0,0.3873956043956045
2023-07-14,15505,553,0.5949367088607594,0.02475406871609404,0.9891500904159132,0.21336708860759496,1.0,0.3951681735985534
2023-09-08,16058,3780,0.18121693121693122,0.03055767195767196,0.8894179894179894,0.20185132275132267,0.9708994708994709,0.3586809523809524
2023-09-15,19838,4200,0.254047619047619,0.03786404761904763,0.8595238095238096,0.17054428571428573,0.9457142857142857,0.3404566666666667
2023-09-27,24038,4200,0.4219047619047619,0.0464359523809524,0.8804761904761905,0.1628554761904762,0.9752380952380952,0.3444283333333334
2023-10-04,28238,4298,0.4746393671475105,0.04743880874825501,0.886924150767799,0.15372219637040482,0.9834806886924151,0.3364134481154026
2023-10-12,32536,4123,0.5537230172204706,0.048082706766917296,0.9010429299054087,0.14570094591317004,0.9915110356536503,0.32683094833858845
2023-10-19,36659,3381,0.5965690624075717,0.04805383022774328,0.9059449866903283,0.14315350488021295,0.9970422951789412,0.32473232771369426
2023-10-26,40040,2429,0.6109510086455331,0.047320708110333475,0.9151914368052697,0.1414598600247015,1.0,0.3252017291066282
2023-11-04,42469,1134,0.673721340388007,0.04713668430335091,0.9462081128747796,0.13826102292768955,1.0,0.3185696649029982
2023-12-06,43603,2160,0.7569444444444444,0.04584490740740741,0.9425925925925925,0.1354537037037037,0.9976851851851852,0.32042870370370374
2023-12-13,45763,760,0.8,0.04102368421052632,0.968421052631579,0.12397763157894737,1.0,0.30421710526315787
2024-01-03,46523,5067,0.8634300374975331,0.030357015985790405,0.9757252812314979,0.09755693704361562,1.0,0.2583580027629762
2024-01-10,51590,4158,0.9001924001924002,0.023118085618085635,0.9942279942279942,0.08563131313131313,1.0,0.23929365079365084
2024-01-18,55748,4005,0.9056179775280899,0.02018826466916355,0.9722846441947566,0.07930411985018734,1.0,0.23177877652933832
2024-01-25,59753,2736,0.9177631578947368,0.017052631578947368,0.993421052631579,0.07415826023391812,1.0,0.22271564327485385
2024-02-01,62489,1683,0.9435531788472965,0.013060011883541299,1.0,0.06699108734402855,1.0,0.2121853832442068
2024-02-10,64172,558,0.9659498207885304,0.011284946236559143,1.0,0.06269354838709683,1.0,0.206673835125448
2024-05-27,64730,100,0.72,0.026680000000000002,0.94,0.10976,1.0,0.30852000000000007
2024-07-23,64830,1650,0.16787878787878788,0.04388181818181819,0.7121212121212122,0.15068848484848485,0.9551515151515152,0.35605151515151506
2024-07-30,66480,1524,0.17454068241469817,0.040721784776902886,0.755249343832021,0.14159383202099737,0.9803149606299213,0.3369048556430447
2024-08-06,68004,1581,0.2738772928526249,0.03691903858317522,0.8393421884882986,0.13382669196710942,1.0,0.3152909550917141
2024-08-14,69585,1407,0.24662402274342574,0.03378322672352524,0.7953091684434968,0.1282814498933902,1.0,0.3071336176261549
2024-08-21,70992,1140,0.36578947368421055,0.035023684210526325,0.8631578947368421,0.1251973684210526,1.0,0.30024298245614034
2024-08-28,72132,681,0.3744493392070485,0.031437591776798834,0.9016152716593245,0.11608810572687228,1.0,0.28394860499265784
