forecast_date,n_cal,n_test,cov_50,width_50,cov_80,width_80,cov_95,width_95
2023-05-05,1414,1295,0.033204633204633204,0.01669189189189189,0.07876447876447877,0.03201312741312742,0.13127413127413126,0.04828725868725869
2023-05-12,2709,1190,0.06638655462184874,0.014452100840336135,0.09831932773109243,0.02763193277310924,0.1361344537815126,0.04310840336134454
2023-05-19,3899,2310,0.13376623376623376,0.015384848484848486,0.17056277056277055,0.030303463203463204,0.22207792207792207,0.04685670995670996
2023-05-27,6209,1890,0.19735449735449737,0.013033862433862438,0.2523809523809524,0.02538783068783069,0.31322751322751324,0.03818994708994709
2023-06-03,8099,1890,0.20952380952380953,0.013414814814814815,0.2306878306878307,0.02667936507936508,0.2608465608465608,0.040196825396825404
2023-06-10,9989,2100,0.21857142857142858,0.01200047619047619,0.24714285714285714,0.02356142857142857,0.2876190476190476,0.03540190476190476
2023-06-17,12089,1890,0.24285714285714285,0.010617989417989419,0.25502645502645505,0.020350264550264553,0.3306878306878307,0.0302994708994709
2023-06-30,13979,980,0.29183673469387755,0.006858163265306122,0.3438775510204082,0.012840816326530611,0.36020408163265305,0.019733673469387755
2023-07-07,14959,546,0.2838827838827839,0.006206959706959705,0.32783882783882784,0.011769230769230768,0.3901098901098901,0.01828571428571429
2023-07-14,15505,553,0.23508137432188064,0.009622061482820975,0.2965641952983725,0.01814828209764919,0.352622061482821,0.027363471971066908
2023-09-08,16058,3780,0.050793650793650794,0.012181216931216932,0.08835978835978836,0.023293121693121692,0.1455026455026455,0.034798148148148154
2023-09-15,19838,4200,0.03571428571428571,0.00988714285714286,0.0830952380952381,0.018914047619047625,0.12452380952380952,0.02875952380952381
2023-09-27,24038,4200,0.03190476190476191,0.009984047619047622,0.10666666666666667,0.01887261904761905,0.1738095238095238,0.02855714285714286
2023-10-04,28238,4298,0.0693345742205677,0.009312238250348999,0.10167519776640298,0.017712889716147047,0.17217310376919498,0.02652140530479293
2023-10-12,32536,4123,0.0756730536017463,0.008465195246179967,0.1532864419112297,0.01607664322095562,0.2071307300509338,0.024161775406257583
2023-10-19,36659,3381,0.07985803016858918,0.009146110618160308,0.1774622892635315,0.01744069801833777,0.27151730257320317,0.02631706595681751
2023-10-26,40040,2429,0.09839440098806093,0.009242486620008233,0.23137093454096336,0.017355701934952655,0.3281185673116509,0.0264767393989296
2023-11-04,42469,1134,0.1966490299823633,0.008859788359788361,0.2874779541446208,0.01670811287477954,0.42328042328042326,0.025241622574955908
2023-12-06,43603,2160,0.23425925925925925,0.012774537037037037,0.39305555555555555,0.02415601851851852,0.537962962962963,0.037078703703703704
2023-12-13,45763,760,0.29078947368421054,0.010398684210526317,0.4697368421052632,0.020005263157894738,0.5789473684210527,0.03023289473684211
2024-01-03,46523,5067,0.3870140122360371,0.004576277876455497,0.45727254785869353,0.008642391947898164,0.5587132425498322,0.012992500493388593
2024-01-10,51590,4158,0.45695045695045694,0.0031130351130351126,0.5334295334295335,0.005973544973544973,0.6197691197691197,0.009375180375180375
2024-01-18,55748,4005,0.48314606741573035,0.003137328339575531,0.5535580524344569,0.006054681647940075,0.6099875156054931,0.008923096129837703
2024-01-25,59753,2736,0.5299707602339181,0.002559576023391813,0.618421052631579,0.004784356725146199,0.6991959064327485,0.007313230994152047
2024-02-01,62489,1683,0.5395127748068924,0.0012923351158645275,0.6072489601901366,0.002387403446226976,0.6987522281639929,0.003635175282234106
2024-02-10,64172,558,0.589605734767025,0.000939068100358423,0.6577060931899642,0.0017616487455197134,0.7347670250896058,0.002663082437275986
2024-05-27,64730,100,0.53,0.01528,0.64,0.031200000000000002,0.74,0.04708999999999999
2024-07-23,64830,1650,0.11151515151515151,0.028112121212121217,0.2406060606060606,0.05285939393939394,0.3884848484848485,0.07956969696969698
2024-07-30,66480,1524,0.11811023622047244,0.023026246719160103,0.2047244094488189,0.04220866141732284,0.2769028871391076,0.06577034120734908
2024-08-06,68004,1581,0.1555977229601518,0.019251106894370654,0.23592662871600253,0.03638140417457306,0.32574320050600886,0.055583175205566104
2024-08-14,69585,1407,0.09950248756218906,0.01609452736318408,0.19900497512437812,0.03178038379530917,0.3354655294953802,0.04807107320540156
2024-08-21,70992,1140,0.10087719298245613,0.01537631578947368,0.22631578947368422,0.029003508771929823,0.37543859649122807,0.04418421052631579
2024-08-28,72132,681,0.08957415565345081,0.011816446402349487,0.20411160058737152,0.022343612334801765,0.3641703377386197,0.03343465491923642
2024-09-04,72813,366,0.1721311475409836,0.013860655737704914,0.3524590163934426,0.026538251366120206,0.39617486338797814,0.04065300546448086
2024-09-11,73179,45,0.15555555555555556,0.015244444444444446,0.26666666666666666,0.029133333333333327,0.4,0.04353333333333332
2024-10-02,73224,75,0.14666666666666667,0.01356,0.22666666666666666,0.025386666666666672,0.36,0.03869333333333333
2024-10-23,73299,3437,0.08699447192318882,0.024697119581029964,0.18766366016875183,0.046665405877218506,0.2519639220250218,0.06947977887692755
2024-10-30,76736,3108,0.10682110682110682,0.02180694980694981,0.17342342342342343,0.042071106821106825,0.21911196911196912,0.062496138996139
2024-11-06,79844,2751,0.0628862231915667,0.01964303889494729,0.10214467466375864,0.03617666303162486,0.18538713195201745,0.053450018175209016
2024-11-13,82595,2765,0.0918625678119349,0.016759855334538876,0.17323688969258588,0.03173634719710669,0.24773960216998192,0.04749439421338156
2024-11-20,85360,2100,0.07761904761904762,0.013595714285714287,0.1657142857142857,0.026529523809523812,0.25761904761904764,0.03929428571428571
2024-11-27,87460,1260,0.15158730158730158,0.012467460317460318,0.20873015873015874,0.024442063492063494,0.2563492063492063,0.03590952380952381
2024-12-04,88720,735,0.1469387755102041,0.01051700680272109,0.21768707482993196,0.019167346938775507,0.3251700680272109,0.02892517006802721
2024-12-11,89455,224,0.13839285714285715,0.008308035714285714,0.20982142857142858,0.016062499999999997,0.34375,0.02492857142857143
2025-02-04,89679,4820,0.11556016597510374,0.016684647302904566,0.17863070539419088,0.03211991701244813,0.27676348547717844,0.04750954356846473
2025-02-11,94499,4800,0.11354166666666667,0.017644375,0.22291666666666668,0.034328333333333336,0.32166666666666666,0.053177499999999996
2025-02-20,99299,4800,0.104375,0.017918541666666662,0.21208333333333335,0.03476791666666667,0.35229166666666667,0.0526025
2025-02-27,104099,4420,0.1576923076923077,0.0207131221719457,0.28031674208144797,0.039154751131221716,0.42058823529411765,0.05869366515837104
2025-03-06,108519,3230,0.1826625386996904,0.020010526315789468,0.29411764705882354,0.03859969040247678,0.45294117647058824,0.059462229102167176
2025-03-13,111749,2040,0.13088235294117648,0.01874019607843137,0.24215686274509804,0.035113725490196084,0.44803921568627453,0.05394558823529412
2025-03-20,113789,850,0.15411764705882353,0.01888,0.27058823529411763,0.03561058823529412,0.46588235294117647,0.05523882352941177
2025-05-18,114639,441,0.19727891156462585,0.034460317460317455,0.36281179138321995,0.06493424036281178,0.5532879818594104,0.10067573696145124
2025-06-22,115080,2088,0.20450191570881227,0.027234674329501916,0.2921455938697318,0.05152586206896551,0.4540229885057471,0.07941379310344826
2026-05-08,117168,270,0.1111111111111111,0.04625185185185186,0.1259259259259259,0.0870074074074074,0.17407407407407408,0.12743703703703704
