forecast_date,n_cal,n_test,cov_50,width_50,cov_80,width_80,cov_95,width_95
2026-02-19,271,560,0.37142857142857144,0.08718214285714286,0.5875,0.1738267857142857,0.8214285714285714,0.31377499999999997
2026-03-26,831,874,0.6270022883295194,0.09067505720823799,0.8535469107551488,0.15660183066361558,0.9462242562929062,0.3489828375286041
2026-04-09,1705,596,0.6140939597315436,0.089251677852349,0.8406040268456376,0.1513204697986577,0.9765100671140939,0.31850671140939596
2026-04-23,2301,360,0.6527777777777778,0.08622222222222221,0.8583333333333333,0.1427611111111111,0.9694444444444444,0.24517777777777777
2026-05-07,2661,692,0.5057803468208093,0.14558670520231215,0.7384393063583815,0.22141329479768784,0.9017341040462428,0.3561777456647398
2026-05-21,3353,432,0.47685185185185186,0.15584722222222225,0.6898148148148148,0.2434537037037037,0.9398148148148148,0.4152847222222223
2026-06-04,3785,352,0.2159090909090909,0.09260511363636365,0.3352272727272727,0.13409090909090907,0.75,0.2961221590909091
2026-06-18,4137,272,0.49264705882352944,0.1467794117647059,0.8014705882352942,0.2442058823529412,0.9742647058823529,0.4270183823529412
2026-07-02,4409,322,0.3447204968944099,0.1411614906832298,0.6801242236024845,0.24229813664596275,0.906832298136646,0.41509316770186333
2026-07-16,4731,158,0.24050632911392406,0.12562025316455697,0.5886075949367089,0.22646202531645573,0.8670886075949367,0.38792405063291135
2026-07-30,4889,80,0.35,0.12747499999999998,0.725,0.22302499999999997,0.9125,0.4006
