forecast_date,n_cal,n_test,cov_50,width_50,cov_80,width_80,cov_95,width_95
2023-10-23,510,600,0.5766666666666667,0.1554263174603174,0.8016666666666666,0.252245065789474,0.8783333333333333,0.27181941898148165
2023-11-07,1110,450,0.4111111111111111,0.13850308862433863,0.7133333333333334,0.20345845204178536,0.8555555555555555,0.24634526293995856
2023-11-21,1560,320,0.6875,0.15135669642857147,0.95,0.24358040674603174,1.0,0.3159445154671716
2023-12-05,1880,35,0.6,0.13487636054421767,0.8857142857142857,0.19265804988662122,0.9714285714285714,0.24088179936006016
2024-01-03,1915,306,0.5196078431372549,0.034480029048656484,0.6895424836601307,0.06742719161738767,0.8464052287581699,0.09302395193767739
2024-01-19,2221,72,0.7083333333333334,0.013116666666666598,0.8055555555555556,0.03651562499999991,0.8611111111111112,0.052634259259259165
2024-03-30,2293,6,0.8333333333333334,0.0,0.8333333333333334,0.0,1.0,0.006833333333333334
2024-04-27,2299,38,0.5,0.0,0.5,0.000532894736842105,0.5,0.0009330143540669843
2024-06-30,2337,12,0.5,0.16344362745098107,0.75,0.34330555555555553,0.75,0.41717592592592595
2024-07-18,2349,270,0.6296296296296297,0.2127263668430334,0.7666666666666667,0.35061851851851916,0.8777777777777778,0.39668138486312376
2024-08-04,2619,360,0.6611111111111111,0.10638448412698408,0.8777777777777778,0.24013113075196396,0.9138888888888889,0.3380753001024738
2024-08-19,2979,216,0.6388888888888888,0.07514779541446207,0.8657407407407407,0.17359374635544217,1.0,0.29701803250761594
2024-09-02,3195,117,0.717948717948718,0.06996324786324783,0.905982905982906,0.14941794008460665,1.0,0.2867065350108835
2024-11-08,3312,720,0.32083333333333336,0.20944236111111103,0.7625,0.2955150132275132,0.9027777777777778,0.3388772685185185
2024-11-22,4032,720,0.36666666666666664,0.09090186507936507,0.6861111111111111,0.22133333639879266,0.8861111111111111,0.27458823005698
2024-12-06,4752,624,0.4326923076923077,0.05910765216064125,0.7532051282051282,0.18109855769230762,0.9038461538461539,0.2428383127289378
2024-12-20,5376,288,0.5173611111111112,0.05670573870573866,0.8472222222222222,0.15478670910493822,0.9618055555555556,0.22142453703703713
2025-11-16,5664,508,0.3188976377952756,0.04625629921259839,0.5669291338582677,0.12506303313648293,0.9960629921259843,0.33294138428008996
2026-05-10,6172,282,0.3333333333333333,0.17625557244174256,0.8191489361702128,0.4927342824363786,0.950354609929078,0.7856612293144208
