stratum,n,n_horizons,coverage_95,width_95,wis
Brazil,102,30,-0.5891114328473495,0.6662958843159065,0.8300333704115684
Denmark,1455,30,-0.9815044689841883,0.6720800889877642,1.0
Germany,3196,30,0.577892605609086,0.5330960095286114,0.9959955506117909
Switzerland,597,30,-0.9292284316719842,0.29979971810636935,0.9759733036707454
USA,4477,30,0.38184246606221317,1.0,0.9688542825361514
United Kingdom,3614,30,-0.8905955747360489,0.8042269187986651,0.9977753058954394
